FishID,Source,Location,Year_samples_collected,d13C,d15N,d34S,%C,%N,%S,CN,Species,Station,SIA_location
1186_Roc,Marine Scotland,Rockall,2018,-18.32,10.99,18.03,46.29,14.52,1.02,3.19,Haddock,ROCKALL_13,LSMSF
1187_Roc,Marine Scotland,Rockall,2018,-18.73,10.86,18.42,45.85,14.36,1.01,3.19,Haddock,ROCKALL_08,LSMSF
1188_Roc,Marine Scotland,Rockall,2018,-18.69,10.13,18.31,45.69,14.32,1.04,3.19,Haddock,ROCKALL_08,LSMSF
1189_Roc,Marine Scotland,Rockall,2018,-18.39,10.79,18.22,45.72,14.26,1.04,3.2,Haddock,ROCKALL_08,LSMSF
1190_Roc,Marine Scotland,Rockall,2018,-18.6,11.08,18.04,47.31,14.78,1.05,3.2,Haddock,ROCKALL_08,LSMSF
1191_Roc,Marine Scotland,Rockall,2018,-18.73,10.7,18.46,44.88,14.06,1.02,3.19,Haddock,ROCKALL_08,LSMSF
1192_Roc,Marine Scotland,Rockall,2018,-18.7,10.77,18.74,45.05,14.27,0.99,3.16,Haddock,ROCKALL_14,LSMSF
1193_Roc,Marine Scotland,Rockall,2018,-18.5,10.99,18.26,45.34,14.17,1.05,3.2,Haddock,ROCKALL_14,LSMSF
1194_Roc,Marine Scotland,Rockall,2018,-18.54,10.98,18.57,44.34,13.97,1.01,3.17,Haddock,ROCKALL_14,LSMSF
1195_Roc,Marine Scotland,Rockall,2018,-18.63,9.49,18.57,45.5,14.07,1.02,3.23,Haddock,ROCKALL_14,LSMSF
1196_Roc,Marine Scotland,Rockall,2018,-18.5,9.95,18.7,45.3,14.28,1.02,3.17,Haddock,ROCKALL_14,LSMSF
1197_Roc,Marine Scotland,Rockall,2018,-18.78,10.5,18.25,46.46,14.49,1.03,3.21,Haddock,ROCKALL_05,LSMSF
1198_Roc,Marine Scotland,Rockall,2018,-18.58,10.89,17.45,46.13,14.52,0.98,3.18,Haddock,ROCKALL_05,LSMSF
1199_Roc,Marine Scotland,Rockall,2018,-18.62,10.62,17.29,46.02,14.31,1,3.22,Haddock,ROCKALL_05,LSMSF
1200_Roc,Marine Scotland,Rockall,2018,-18.95,9.9,18.94,45.88,14.28,0.97,3.21,Haddock,ROCKALL_05,LSMSF
1201_Roc,Marine Scotland,Rockall,2018,-18.51,10.86,18.3,45.39,14.12,0.98,3.22,Haddock,ROCKALL_05,LSMSF
1210_Ws,Marine Scotland,West Scotland,2018,-19.12,11.03,19.27,43.7,13.36,1,3.27,Haddock,WESTSCOT_04,LSMSF
1211_Ws,Marine Scotland,West Scotland,2018,-18,12.12,17.57,44.25,13.86,0.98,3.19,Haddock,WESTSCOT_04,LSMSF
1212_Ws,Marine Scotland,West Scotland,2018,-19,10.95,19.33,44.34,13.75,1.01,3.23,Haddock,WESTSCOT_04,LSMSF
1213_Ws,Marine Scotland,West Scotland,2018,-18.41,12.17,18.62,44.52,13.79,1.02,3.23,Haddock,WESTSCOT_04,LSMSF
1214_Ws,Marine Scotland,West Scotland,2018,-19.01,11.82,19.28,43.57,13.53,0.97,3.22,Haddock,WESTSCOT_04,LSMSF
1215_Ws,Marine Scotland,West Scotland,2018,-18.44,11.7,19.22,45.07,13.75,1,3.28,Haddock,WESTSCOT_06,LSMSF
1216_Ws,Marine Scotland,West Scotland,2018,-18.13,11.67,17.56,44.3,13.83,0.93,3.2,Haddock,WESTSCOT_06,LSMSF
1217_Ws,Marine Scotland,West Scotland,2018,-18.23,11.73,19.18,43.43,13.66,0.93,3.18,Haddock,WESTSCOT_06,LSMSF
1218_Ws,Marine Scotland,West Scotland,2018,-18.21,11.48,19.23,44.32,13.88,0.95,3.19,Haddock,WESTSCOT_06,LSMSF
1219_Ws,Marine Scotland,West Scotland,2018,-18.17,11.78,19.5,44.36,13.72,0.98,3.23,Haddock,WESTSCOT_06,LSMSF
1220_Ws,Marine Scotland,West Scotland,2018,-17.24,11.12,18.06,45.12,13.83,0.99,3.26,Haddock,WESTSCOT_02,LSMSF
1221_Ws,Marine Scotland,West Scotland,2018,-17.72,12.41,18.6,44.22,13.8,1,3.21,Haddock,WESTSCOT_02,LSMSF
1222_Ws,Marine Scotland,West Scotland,2018,-17.12,10.86,18.29,44.66,13.84,0.97,3.23,Haddock,WESTSCOT_02,LSMSF
1223_Ws,Marine Scotland,West Scotland,2018,-18.02,11.42,17.6,45.67,14.06,0.97,3.25,Haddock,WESTSCOT_02,LSMSF
1224_Ws,Marine Scotland,West Scotland,2018,-17.48,10.64,17.91,45.11,14.02,0.99,3.22,Haddock,WESTSCOT_02,LSMSF
1225_Ws,Marine Scotland,West Scotland,2018,-18.47,11.69,18.54,43.96,13.94,1.01,3.15,Haddock,WESTSCOT_08,LSMSF
1226_Ws,Marine Scotland,West Scotland,2018,-18.65,11.92,19.17,43.43,13.8,0.95,3.15,Haddock,WESTSCOT_08,LSMSF
1227_Ws,Marine Scotland,West Scotland,2018,-18.04,12.44,18.07,43.27,13.7,0.97,3.16,Haddock,WESTSCOT_08,LSMSF
1228_Ws,Marine Scotland,West Scotland,2018,-18.56,11.66,18.36,44.31,13.71,1,3.23,Haddock,WESTSCOT_08,LSMSF
1229_Ws,Marine Scotland,West Scotland,2018,-18.39,12.03,17.81,44.81,14.14,1.01,3.17,Haddock,WESTSCOT_08,LSMSF
1230_Ws,Marine Scotland,West Scotland,2018,-17.87,11.73,18.08,44.58,14.01,0.99,3.18,Haddock,WESTSCOT_05,LSMSF
1231_Ws,Marine Scotland,West Scotland,2018,-19.09,10.68,18.38,46.31,13.92,1,3.33,Haddock,WESTSCOT_05,LSMSF
1232_Ws,Marine Scotland,West Scotland,2018,-19.28,10.44,19.6,43.1,13.6,0.95,3.17,Haddock,WESTSCOT_05,LSMSF
1233_Ws,Marine Scotland,West Scotland,2018,-18.79,10.84,18.29,43.65,13.64,0.95,3.2,Haddock,WESTSCOT_05,LSMSF
1234_Ws,Marine Scotland,West Scotland,2018,-18.78,10.29,18.55,44.31,13.87,0.97,3.19,Haddock,WESTSCOT_05,LSMSF
1235_Ws,Marine Scotland,West Scotland,2018,-18.98,11.98,19.2,44.03,13.51,0.95,3.26,Haddock,WESTSCOT_07,LSMSF
1236_Ws,Marine Scotland,West Scotland,2018,-18.13,12.83,17.83,44.81,13.78,0.99,3.25,Haddock,WESTSCOT_07,LSMSF
1237_Ws,Marine Scotland,West Scotland,2018,-17.87,13.14,17.4,44.23,13.84,0.95,3.2,Haddock,WESTSCOT_07,LSMSF
1238_Ws,Marine Scotland,West Scotland,2018,-18.75,12.39,19.38,44.09,13.72,0.99,3.21,Haddock,WESTSCOT_07,LSMSF
1239_Ws,Marine Scotland,West Scotland,2018,-18.09,12.37,16.41,44.73,13.84,0.96,3.23,Haddock,WESTSCOT_06,LSMSF
1240_Ws,Marine Scotland,West Scotland,2018,-17.94,12.55,17.23,44.52,13.85,0.96,3.22,Haddock,WESTSCOT_06,LSMSF
1241_Ws,Marine Scotland,West Scotland,2018,-17.91,13.01,16.49,44.71,13.91,0.95,3.22,Haddock,WESTSCOT_06,LSMSF
1242_Ws,Marine Scotland,West Scotland,2018,-18.15,12.86,16.94,45.41,13.87,0.95,3.27,Haddock,WESTSCOT_06,LSMSF
1243_Ws,Marine Scotland,West Scotland,2018,-17.8,13.16,17.48,43.79,13.6,0.97,3.22,Haddock,WESTSCOT_06,LSMSF
1244_Ws,Marine Scotland,West Scotland,2018,-17.19,11.99,17.64,44.2,13.9,0.96,3.18,Haddock,WESTSCOT_01,LSMSF
1245_Ws,Marine Scotland,West Scotland,2018,-17.48,11.55,18.48,44.1,13.89,0.97,3.17,Haddock,WESTSCOT_01,LSMSF
1246_Ws,Marine Scotland,West Scotland,2018,-17.45,11.73,17.95,44.72,14.04,0.96,3.19,Haddock,WESTSCOT_01,LSMSF
1247_Ws,Marine Scotland,West Scotland,2018,-17.77,11.23,18.75,44.02,13.86,0.97,3.18,Haddock,WESTSCOT_01,LSMSF
1248_Ws,Marine Scotland,West Scotland,2018,-18.04,11.66,18,45.62,13.79,0.97,3.31,Haddock,WESTSCOT_01,LSMSF
109_NS,Marine Scotland,North,2018,-17.87,12.34,17.15,44.44,13.66,1.07,3.25,Haddock,NORTH_20,LSMSF
110_NS,Marine Scotland,North,2018,-17.44,12.54,17.81,43.07,13.61,0.94,3.17,Haddock,NORTH_20,LSMSF
111_NS,Marine Scotland,North,2018,-17.1,14,17.41,43.13,13.34,1.11,3.23,Haddock,NORTH_20,LSMSF
112_NS,Marine Scotland,North,2018,-17.65,12.81,17.59,42.71,13.29,1.03,3.21,Haddock,NORTH_20,LSMSF
123_NS,Marine Scotland,North,2018,-18.77,12.92,16.82,46.96,13.21,1.14,3.55,Haddock,NORTH_18,LSMSF
124_NS,Marine Scotland,North,2018,-17.85,12.69,17.38,43.95,13.49,1.13,3.26,Haddock,NORTH_18,LSMSF
127_NS,Marine Scotland,North,2018,-17.86,12.43,17.59,44.23,13.67,1.16,3.24,Haddock,NORTH_18,LSMSF
135_NS,Marine Scotland,North,2018,-18.17,12.33,17.47,43.97,13.42,1.05,3.28,Haddock,NORTH_35,LSMSF
136_NS,Marine Scotland,North,2018,-17.88,12.84,17.62,43.06,13.42,1.03,3.21,Haddock,NORTH_35,LSMSF
138_NS,Marine Scotland,North,2018,-17.34,12.62,18.15,44.65,14.18,0.96,3.15,Haddock,NORTH_35,LSMSF
147_NS,Marine Scotland,North,2018,-18.93,12.03,18.88,43.53,13.31,1.13,3.27,Haddock,NORTH_11,LSMSF
148_NS,Marine Scotland,North,2018,-18.37,12.19,18.36,43.33,13.55,1.09,3.2,Haddock,NORTH_11,LSMSF
152_NS,Marine Scotland,North,2018,-18.81,12.11,19.01,44.13,13.7,1.13,3.22,Haddock,NORTH_29,LSMSF
153_NS,Marine Scotland,North,2018,-17.83,11.89,17.64,43.23,13.47,1.09,3.21,Haddock,NORTH_29,LSMSF
154_NS,Marine Scotland,North,2018,-18.46,11.64,18.13,45.25,13.98,1.03,3.24,Haddock,NORTH_29,LSMSF
155_NS,Marine Scotland,North,2018,-16.78,11.79,16.52,42.73,13.55,1.01,3.15,Haddock,NORTH_29,LSMSF
174_NS,Marine Scotland,North,2018,-18.39,12.2,17.37,43.67,13.56,1.04,3.22,Haddock,NORTH_16,LSMSF
175_NS,Marine Scotland,North,2018,-18.31,11.53,16.48,42.58,13.31,1.06,3.2,Haddock,NORTH_16,LSMSF
191_NS,Marine Scotland,North,2018,-17.77,13.84,16.08,44.74,13.84,0.99,3.23,Haddock,NORTH_01,LSMSF
192_NS,Marine Scotland,North,2018,-18.32,12.68,17.09,42.89,13.4,0.99,3.2,Haddock,NORTH_01,LSMSF
194_NS,Marine Scotland,North,2018,-17.52,13.98,17.4,43.37,13.47,1,3.22,Haddock,NORTH_01,LSMSF
201_NS,Marine Scotland,North,2018,-18.79,13.54,16.98,44.16,13.44,1.07,3.29,Haddock,NORTH_22,LSMSF
202_NS,Marine Scotland,North,2018,-18.16,13.01,16.38,42.79,13.45,1.06,3.18,Haddock,NORTH_22,LSMSF
215_Ns,Marine Scotland,North,2018,-17.63,13.1,16.92,44.29,13.85,1.01,3.2,Haddock,NORTH_36,LSMSF
217_NS,Marine Scotland,North,2018,-17.14,12.65,16.59,43.8,13.53,0.99,3.24,Haddock,NORTH_36,LSMSF
219_NS,Marine Scotland,North,2018,-17.95,12.12,17.05,43.28,13.59,1,3.18,Haddock,NORTH_36,LSMSF
224_NS,Marine Scotland,North,2018,-19.84,13.58,16.45,52.38,13.42,1.1,3.9,Haddock,NORTH_25,LSMSF
225_NS,Marine Scotland,North,2018,-18.1,12.59,17.37,43.21,13.53,0.97,3.19,Haddock,NORTH_25,LSMSF
233_Ns,Marine Scotland,North,2018,-16.84,12.85,16.51,43.98,13.87,0.95,3.17,Haddock,NORTH_32,LSMSF
