Date_dd_mm_yyyy,Distance_mm,Height_cm
26032021,1111.59,7.49
26032021,1111.635,7.49
26032021,1111.685,7.49
26032021,1111.73,7.49
26032021,1111.78,7.489
26032021,1111.825,7.488
26032021,1111.87,7.49
26032021,1111.92,7.49
26032021,1111.965,7.49
26032021,1112.015,7.49
26032021,1112.06,7.49
26032021,1112.105,7.49
26032021,1112.155,7.49
26032021,1112.2,7.49
26032021,1112.25,7.49
26032021,1112.295,7.49
26032021,1112.34,7.49
26032021,1112.39,7.49
26032021,1112.435,7.49
26032021,1112.485,7.49
26032021,1112.53,7.49
26032021,1112.575,7.49
26032021,1112.625,7.49
26032021,1112.67,7.49
26032021,1112.72,7.49
26032021,1112.765,7.49
26032021,1112.81,7.49
26032021,1112.86,7.49
26032021,1112.905,7.49
26032021,1112.955,7.49
26032021,1113,7.49
26032021,1113.045,7.49
26032021,1113.095,7.49
26032021,1113.14,7.492
26032021,1113.19,7.495
26032021,1113.235,7.495
26032021,1113.28,7.495
26032021,1113.33,7.495
26032021,1113.375,7.491
26032021,1113.425,7.495
26032021,1113.47,7.494
26032021,1113.515,7.49
26032021,1113.565,7.495
26032021,1113.61,7.495
26032021,1113.66,7.495
26032021,1113.705,7.494
26032021,1113.75,7.491
26032021,1113.8,7.495
26032021,1113.845,7.495
26032021,1113.895,7.494
26032021,1113.94,7.492
26032021,1113.985,7.495
26032021,1114.035,7.495
26032021,1114.08,7.494
26032021,1114.13,7.49
26032021,1114.175,7.495
26032021,1114.22,7.493
26032021,1114.27,7.49
26032021,1114.315,7.49
26032021,1114.365,7.49
26032021,1114.41,7.49
26032021,1114.455,7.49
26032021,1114.505,7.49
26032021,1114.55,7.49
26032021,1114.6,7.49
26032021,1114.645,7.49
26032021,1114.69,7.49
26032021,1114.74,7.49
26032021,1114.785,7.49
26032021,1114.835,7.49
26032021,1114.88,7.49
26032021,1114.925,7.492
26032021,1114.975,7.495
26032021,1115.02,7.495
26032021,1115.07,7.495
26032021,1115.115,7.495
26032021,1115.16,7.495
26032021,1115.21,7.495
26032021,1115.255,7.494
26032021,1115.305,7.491
26032021,1115.35,7.495
26032021,1115.395,7.495
26032021,1115.445,7.495
26032021,1115.49,7.495
26032021,1115.54,7.495
26032021,1115.585,7.495
26032021,1115.63,7.49
26032021,1115.68,7.49
26032021,1115.725,7.49
26032021,1115.775,7.49
26032021,1115.82,7.49
26032021,1115.865,7.49
26032021,1115.915,7.49
26032021,1115.96,7.49
26032021,1116.01,7.49
26032021,1116.055,7.493
26032021,1116.1,7.499
26032021,1116.15,7.49
26032021,1116.195,7.49
26032021,1116.245,7.49
26032021,1116.29,7.49
26032021,1116.335,7.491
26032021,1116.385,7.493
26032021,1116.43,7.49
26032021,1116.48,7.49
26032021,1116.525,7.49
26032021,1116.57,7.492
26032021,1116.62,7.495
26032021,1116.665,7.495
26032021,1116.715,7.495
26032021,1116.76,7.495
26032021,1116.805,7.495
26032021,1116.855,7.495
26032021,1116.9,7.495
26032021,1116.95,7.495
26032021,1116.995,7.496
26032021,1117.04,7.5
26032021,1117.09,7.5
26032021,1117.135,7.5
26032021,1117.185,7.5
26032021,1117.23,7.5
26032021,1117.275,7.5
26032021,1117.325,7.5
26032021,1117.37,7.5
26032021,1117.42,7.503
26032021,1117.465,7.501
26032021,1117.51,7.507
26032021,1117.56,7.51
26032021,1117.605,7.51
26032021,1117.655,7.51
26032021,1117.7,7.508
26032021,1117.745,7.506
26032021,1117.795,7.51
26032021,1117.84,7.511
26032021,1117.89,7.515
26032021,1117.935,7.515
26032021,1117.98,7.514
26032021,1118.03,7.511
26032021,1118.075,7.515
26032021,1118.125,7.518
26032021,1118.17,7.516
26032021,1118.215,7.521
26032021,1118.265,7.524
26032021,1118.31,7.524
26032021,1118.36,7.524
26032021,1118.405,7.523
26032021,1118.45,7.52
26032021,1118.5,7.526
26032021,1118.545,7.529
26032021,1118.595,7.527
26032021,1118.64,7.525
26032021,1118.685,7.531
26032021,1118.735,7.534
26032021,1118.78,7.535
26032021,1118.83,7.539
26032021,1118.875,7.539
26032021,1118.92,7.539
26032021,1118.97,7.539
26032021,1119.015,7.539
26032021,1119.065,7.539
26032021,1119.11,7.539
26032021,1119.155,7.539
26032021,1119.205,7.544
26032021,1119.25,7.544
26032021,1119.3,7.544
26032021,1119.345,7.545
26032021,1119.39,7.549
26032021,1119.44,7.549
26032021,1119.485,7.549
26032021,1119.535,7.547
26032021,1119.58,7.544
26032021,1119.625,7.544
26032021,1119.675,7.546
26032021,1119.72,7.554
26032021,1119.77,7.553
26032021,1119.815,7.549
26032021,1119.86,7.549
26032021,1119.91,7.549
26032021,1119.955,7.554
26032021,1120.005,7.551
26032021,1120.05,7.551
26032021,1120.095,7.554
26032021,1120.145,7.554
26032021,1120.19,7.554
26032021,1120.24,7.553
26032021,1120.285,7.55
26032021,1120.33,7.554
26032021,1120.38,7.554
26032021,1120.425,7.554
26032021,1120.475,7.554
26032021,1120.52,7.555
26032021,1120.565,7.559
26032021,1120.615,7.559
26032021,1120.66,7.559
26032021,1120.71,7.557
26032021,1120.755,7.554
26032021,1120.8,7.559
26032021,1120.85,7.559
26032021,1120.895,7.557
26032021,1120.945,7.554
26032021,1120.99,7.557
26032021,1121.035,7.555
26032021,1121.085,7.559
26032021,1121.13,7.559
26032021,1121.18,7.559
26032021,1121.225,7.559
26032021,1121.27,7.559
26032021,1121.32,7.559
26032021,1121.365,7.559
26032021,1121.415,7.559
26032021,1121.46,7.558
26032021,1121.505,7.554
26032021,1121.555,7.554
26032021,1121.6,7.554
26032021,1121.65,7.555
26032021,1121.695,7.559
26032021,1121.74,7.557
26032021,1121.79,7.554
26032021,1121.835,7.554
26032021,1121.885,7.554
26032021,1121.93,7.554
26032021,1121.975,7.553
26032021,1122.025,7.55
26032021,1122.07,7.554
26032021,1122.12,7.554
26032021,1122.165,7.554
26032021,1122.21,7.554
26032021,1122.26,7.554
26032021,1122.305,7.554
26032021,1122.355,7.553
26032021,1122.4,7.55
26032021,1122.445,7.554
26032021,1122.495,7.554
26032021,1122.54,7.553
26032021,1122.59,7.551
26032021,1122.635,7.555
26032021,1122.68,7.555
26032021,1122.73,7.55
26032021,1122.775,7.554
26032021,1122.825,7.554
26032021,1122.87,7.554
26032021,1122.915,7.554
26032021,1122.965,7.554
26032021,1123.01,7.553
26032021,1123.06,7.55
26032021,1123.105,7.554
26032021,1123.15,7.554
26032021,1123.2,7.552
26032021,1123.245,7.549
26032021,1123.295,7.552
26032021,1123.34,7.554
26032021,1123.385,7.554
26032021,1123.435,7.553
26032021,1123.48,7.55
26032021,1123.53,7.553
26032021,1123.575,7.551
26032021,1123.62,7.554
26032021,1123.67,7.551
26032021,1123.715,7.551
26032021,1123.765,7.554
26032021,1123.81,7.552
26032021,1123.855,7.55
26032021,1123.905,7.554
26032021,1123.95,7.554
26032021,1124,7.552
26032021,1124.045,7.55
26032021,1124.09,7.552
26032021,1124.14,7.551
26032021,1124.185,7.551
26032021,1124.235,7.551
26032021,1124.28,7.554
26032021,1124.325,7.554
26032021,1124.375,7.554
26032021,1124.42,7.552
26032021,1124.47,7.55
26032021,1124.515,7.552
26032021,1124.56,7.552
26032021,1124.61,7.554
26032021,1124.655,7.551
26032021,1124.705,7.552
26032021,1124.75,7.554
26032021,1124.795,7.554
26032021,1124.845,7.554
26032021,1124.89,7.554
26032021,1124.94,7.554
26032021,1124.985,7.552
26032021,1125.03,7.551
26032021,1125.08,7.554
26032021,1125.125,7.554
26032021,1125.175,7.554
26032021,1125.22,7.554
26032021,1125.265,7.554
26032021,1125.315,7.554
26032021,1125.36,7.554
26032021,1125.41,7.554
26032021,1125.455,7.554
26032021,1125.5,7.554
26032021,1125.55,7.552
26032021,1125.595,7.55
26032021,1125.645,7.554
26032021,1125.69,7.551
26032021,1125.735,7.551
26032021,1125.785,7.554
26032021,1125.83,7.554
26032021,1125.88,7.554
26032021,1125.925,7.552
26032021,1125.97,7.55
26032021,1126.02,7.552
26032021,1126.065,7.549
26032021,1126.115,7.549
26032021,1126.16,7.547
26032021,1126.205,7.549
26032021,1126.255,7.552
26032021,1126.3,7.549
26032021,1126.35,7.549
26032021,1126.395,7.55
26032021,1126.44,7.552
26032021,1126.49,7.549
26032021,1126.535,7.549
26032021,1126.585,7.547
26032021,1126.63,7.545
26032021,1126.675,7.549
26032021,1126.725,7.549
26032021,1126.77,7.547
26032021,1126.82,7.547
26032021,1126.865,7.546
26032021,1126.91,7.542
26032021,1126.96,7.54
26032021,1127.005,7.544
26032021,1127.055,7.544
26032021,1127.1,7.544
26032021,1127.145,7.543
26032021,1127.195,7.537
26032021,1127.24,7.536
26032021,1127.29,7.539
26032021,1127.335,7.539
26032021,1127.38,7.538
26032021,1127.43,7.534
26032021,1127.475,7.534
26032021,1127.525,7.531
26032021,1127.57,7.529
26032021,1127.615,7.529
26032021,1127.665,7.529
26032021,1127.71,7.527
26032021,1127.76,7.521
26032021,1127.805,7.524
26032021,1127.85,7.522
26032021,1127.9,7.521
26032021,1127.945,7.523
26032021,1127.995,7.52
26032021,1128.04,7.52
26032021,1128.085,7.518
26032021,1128.135,7.516
26032021,1128.18,7.517
26032021,1128.23,7.515
26032021,1128.275,7.515
26032021,1128.32,7.513
26032021,1128.37,7.51
26032021,1128.415,7.51
26032021,1128.465,7.51
26032021,1128.51,7.51
26032021,1128.555,7.509
26032021,1128.605,7.505
26032021,1128.65,7.505
26032021,1128.7,7.505
26032021,1128.745,7.504
26032021,1128.79,7.5
26032021,1128.84,7.5
26032021,1128.885,7.497
26032021,1128.935,7.493
26032021,1128.98,7.493
26032021,1129.025,7.498
26032021,1129.075,7.496
26032021,1129.12,7.498
26032021,1129.17,7.495
26032021,1129.215,7.495
26032021,1129.26,7.495
26032021,1129.31,7.493
26032021,1129.355,7.49
26032021,1129.405,7.49
26032021,1129.45,7.49
26032021,1129.495,7.489
26032021,1129.545,7.486
26032021,1129.59,7.49
26032021,1129.64,7.487
26032021,1129.685,7.48
26032021,1129.73,7.482
26032021,1129.78,7.485
26032021,1129.825,7.485
26032021,1129.875,7.485
26032021,1129.92,7.485
26032021,1129.965,7.486
26032021,1130.015,7.488
26032021,1130.06,7.483
26032021,1130.11,7.489
26032021,1130.155,7.486
26032021,1130.2,7.485
26032021,1130.25,7.485
26032021,1130.295,7.49
26032021,1130.345,7.49
26032021,1130.39,7.49
26032021,1130.435,7.49
26032021,1130.485,7.49
26032021,1130.53,7.488
26032021,1130.58,7.486
26032021,1130.625,7.49
26032021,1130.67,7.49
26032021,1130.72,7.488
26032021,1130.765,7.485
26032021,1130.815,7.487
26032021,1130.86,7.49
26032021,1130.905,7.49
26032021,1130.955,7.489
26032021,1131,7.485
26032021,1131.05,7.486
26032021,1131.095,7.489
26032021,1131.14,7.485
26032021,1131.19,7.485
26032021,1131.235,7.485
26032021,1131.285,7.487
26032021,1131.33,7.49
26032021,1131.375,7.49
26032021,1131.425,7.49
26032021,1131.47,7.49
26032021,1131.52,7.49
26032021,1131.565,7.49
26032021,1131.61,7.488
26032021,1131.66,7.487
26032021,1131.705,7.49
26032021,1131.755,7.49
26032021,1131.8,7.49
26032021,1131.845,7.489
26032021,1131.895,7.488
26032021,1131.94,7.487
26032021,1131.99,7.487
26032021,1132.035,7.49
26032021,1132.08,7.489
26032021,1132.13,7.487
26032021,1132.175,7.49
26032021,1132.225,7.49
26032021,1132.27,7.49
26032021,1132.315,7.488
26032021,1132.365,7.487
26032021,1132.41,7.49
26032021,1132.46,7.49
26032021,1132.505,7.49
26032021,1132.55,7.49
26032021,1132.6,7.49
26032021,1132.645,7.49
26032021,1132.695,7.49
26032021,1132.74,7.49
26032021,1132.785,7.49
26032021,1132.835,7.49
26032021,1132.88,7.49
26032021,1132.93,7.49
26032021,1132.975,7.49
26032021,1133.02,7.49
26032021,1133.07,7.49
26032021,1133.115,7.49
26032021,1133.165,7.49
26032021,1133.21,7.49
26032021,1133.255,7.49
26032021,1133.305,7.49
26032021,1133.35,7.49
26032021,1133.4,7.49
26032021,1133.445,7.49
26032021,1133.49,7.49
26032021,1133.54,7.49
26032021,1133.585,7.49
26032021,1133.635,7.488
26032021,1133.68,7.487
26032021,1133.725,7.49
26032021,1133.775,7.49
26032021,1133.82,7.49
26032021,1133.87,7.49
26032021,1133.915,7.49
26032021,1133.96,7.49
26032021,1134.01,7.49
26032021,1134.055,7.49
26032021,1134.105,7.49
26032021,1134.15,7.49
26032021,1134.195,7.49
26032021,1134.245,7.49
26032021,1134.29,7.49
26032021,1134.34,7.49
26032021,1134.385,7.49
26032021,1134.43,7.49
26032021,1134.48,7.488
26032021,1134.525,7.485
26032021,1134.575,7.489
26032021,1134.62,7.49
26032021,1134.665,7.49
26032021,1134.715,7.49
26032021,1134.76,7.49
26032021,1134.81,7.49
26032021,1134.855,7.49
26032021,1134.9,7.49
26032021,1134.95,7.49
26032021,1134.995,7.49
26032021,1135.045,7.49
26032021,1135.09,7.49
26032021,1135.135,7.49
26032021,1135.185,7.488
26032021,1135.23,7.488
26032021,1135.28,7.493
26032021,1135.325,7.49
26032021,1135.37,7.49
26032021,1135.42,7.49
26032021,1135.465,7.488
26032021,1135.515,7.487
26032021,1135.56,7.49
26032021,1135.605,7.49
26032021,1135.655,7.49
26032021,1135.7,7.487
26032021,1135.75,7.488
26032021,1135.795,7.487
26032021,1135.84,7.485
26032021,1135.89,7.487
26032021,1135.935,7.488
26032021,1135.985,7.487
26032021,1136.03,7.49
26032021,1136.075,7.492
26032021,1136.125,7.493
26032021,1136.17,7.49
26032021,1136.22,7.49
26032021,1136.265,7.489
26032021,1136.31,7.487
26032021,1136.36,7.49
26032021,1136.405,7.49
26032021,1136.455,7.488
26032021,1136.5,7.489
26032021,1136.545,7.493
26032021,1136.595,7.493
26032021,1136.64,7.492
26032021,1136.69,7.494
26032021,1136.735,7.49
26032021,1136.78,7.49
26032021,1136.83,7.49
26032021,1136.875,7.49
26032021,1136.925,7.49
26032021,1136.97,7.49
26032021,1137.015,7.494
26032021,1137.065,7.493
26032021,1137.11,7.49
26032021,1137.16,7.49
26032021,1137.205,7.49
26032021,1137.25,7.492
26032021,1137.3,7.495
26032021,1137.345,7.492
26032021,1137.395,7.49
26032021,1137.44,7.49
26032021,1137.485,7.49
26032021,1137.535,7.49
26032021,1137.58,7.488
26032021,1137.63,7.487
26032021,1137.675,7.49
26032021,1137.72,7.49
26032021,1137.77,7.49
26032021,1137.815,7.49
26032021,1137.865,7.49
26032021,1137.91,7.49
26032021,1137.955,7.49
26032021,1138.005,7.49
26032021,1138.05,7.49
26032021,1138.1,7.49
26032021,1138.145,7.49
26032021,1138.19,7.49
26032021,1138.24,7.49
26032021,1138.285,7.49
26032021,1138.335,7.49
26032021,1138.38,7.49
26032021,1138.425,7.49
26032021,1138.475,7.492
26032021,1138.52,7.495
26032021,1138.57,7.493
26032021,1138.615,7.492
26032021,1138.66,7.493
26032021,1138.71,7.49
26032021,1138.755,7.488
26032021,1138.805,7.49
26032021,1138.85,7.495
26032021,1138.895,7.492
26032021,1138.945,7.49
26032021,1138.99,7.49
26032021,1139.04,7.49
26032021,1139.085,7.492
26032021,1139.13,7.493
26032021,1139.18,7.493
26032021,1139.225,7.495
26032021,1139.275,7.495
26032021,1139.32,7.493
26032021,1139.365,7.49
26032021,1139.415,7.49
26032021,1139.46,7.49
26032021,1139.51,7.49
26032021,1139.555,7.49
26032021,1139.6,7.49
26032021,1139.65,7.492
26032021,1139.695,7.493
26032021,1139.745,7.492
26032021,1139.79,7.493
26032021,1139.835,7.493
26032021,1139.885,7.495
26032021,1139.93,7.493
26032021,1139.98,7.49
26032021,1140.025,7.49
26032021,1140.07,7.49
26032021,1140.12,7.488
26032021,1140.165,7.488
26032021,1140.215,7.49
26032021,1140.26,7.49
26032021,1140.305,7.49
26032021,1140.355,7.494
26032021,1140.4,7.493
26032021,1140.45,7.49
26032021,1140.495,7.492
26032021,1140.54,7.493
26032021,1140.59,7.493
26032021,1140.635,7.495
26032021,1140.685,7.495
26032021,1140.73,7.495
26032021,1140.775,7.495
26032021,1140.825,7.495
26032021,1140.87,7.495
26032021,1140.92,7.495
26032021,1140.965,7.495
26032021,1141.01,7.495
26032021,1141.06,7.495
26032021,1141.105,7.495
26032021,1141.155,7.495
26032021,1141.2,7.493
26032021,1141.245,7.493
26032021,1141.295,7.495
26032021,1141.34,7.495
26032021,1141.39,7.495
26032021,1141.435,7.495
26032021,1141.48,7.495
26032021,1141.53,7.495
26032021,1141.575,7.493
26032021,1141.625,7.49
26032021,1141.67,7.49
26032021,1141.715,7.492
26032021,1141.765,7.493
26032021,1141.81,7.49
26032021,1141.86,7.49
26032021,1141.905,7.49
26032021,1141.95,7.49
26032021,1142,7.487
26032021,1142.045,7.489
26032021,1142.095,7.487
26032021,1142.14,7.488
26032021,1142.185,7.49
26032021,1142.235,7.49
26032021,1142.28,7.492
26032021,1142.33,7.495
26032021,1142.375,7.493
26032021,1142.42,7.492
26032021,1142.47,7.491
26032021,1142.515,7.49
26032021,1142.565,7.495
26032021,1142.61,7.495
26032021,1142.655,7.495
26032021,1142.705,7.495
26032021,1142.75,7.498
26032021,1142.8,7.5
26032021,1142.845,7.5
26032021,1142.89,7.5
26032021,1142.94,7.503
26032021,1142.985,7.503
26032021,1143.035,7.5
26032021,1143.08,7.5
26032021,1143.125,7.5
26032021,1143.175,7.5
26032021,1143.22,7.498
26032021,1143.27,7.501
26032021,1143.315,7.505
26032021,1143.36,7.505
26032021,1143.41,7.505
26032021,1143.455,7.507
26032021,1143.505,7.51
26032021,1143.55,7.51
26032021,1143.595,7.514
26032021,1143.645,7.514
26032021,1143.69,7.513
26032021,1143.74,7.515
26032021,1143.785,7.515
26032021,1143.83,7.517
26032021,1143.88,7.521
26032021,1143.925,7.524
26032021,1143.975,7.524
26032021,1144.02,7.524
26032021,1144.065,7.527
26032021,1144.115,7.529
26032021,1144.16,7.532
26032021,1144.21,7.531
26032021,1144.255,7.529
26032021,1144.3,7.532
26032021,1144.35,7.534
26032021,1144.395,7.534
26032021,1144.445,7.534
26032021,1144.49,7.532
26032021,1144.535,7.531
26032021,1144.585,7.534
26032021,1144.63,7.531
26032021,1144.68,7.533
26032021,1144.725,7.534
26032021,1144.77,7.534
26032021,1144.82,7.534
26032021,1144.865,7.534
26032021,1144.915,7.534
26032021,1144.96,7.534
26032021,1145.005,7.534
26032021,1145.055,7.534
26032021,1145.1,7.534
26032021,1145.15,7.534
26032021,1145.195,7.534
26032021,1145.24,7.534
26032021,1145.29,7.534
26032021,1145.335,7.534
26032021,1145.385,7.534
26032021,1145.43,7.532
26032021,1145.475,7.531
26032021,1145.525,7.534
26032021,1145.57,7.534
26032021,1145.62,7.534
26032021,1145.665,7.534
26032021,1145.71,7.534
26032021,1145.76,7.534
26032021,1145.805,7.534
26032021,1145.855,7.534
26032021,1145.9,7.534
26032021,1145.945,7.534
26032021,1145.995,7.534
26032021,1146.04,7.534
26032021,1146.09,7.534
26032021,1146.135,7.534
26032021,1146.18,7.534
26032021,1146.23,7.534
26032021,1146.275,7.534
26032021,1146.325,7.534
26032021,1146.37,7.534
26032021,1146.415,7.534
26032021,1146.465,7.534
26032021,1146.51,7.534
26032021,1146.56,7.534
26032021,1146.605,7.534
26032021,1146.65,7.532
26032021,1146.7,7.532
26032021,1146.745,7.534
26032021,1146.795,7.534
26032021,1146.84,7.534
26032021,1146.885,7.534
26032021,1146.935,7.534
26032021,1146.98,7.534
26032021,1147.03,7.534
26032021,1147.075,7.534
26032021,1147.12,7.534
26032021,1147.17,7.534
26032021,1147.215,7.532
26032021,1147.265,7.532
26032021,1147.31,7.534
26032021,1147.355,7.534
26032021,1147.405,7.534
26032021,1147.45,7.531
26032021,1147.5,7.532
26032021,1147.545,7.532
26032021,1147.59,7.531
26032021,1147.64,7.534
26032021,1147.685,7.534
26032021,1147.735,7.536
26032021,1147.78,7.536
26032021,1147.825,7.534
26032021,1147.875,7.532
26032021,1147.92,7.532
26032021,1147.97,7.534
26032021,1148.015,7.534
26032021,1148.06,7.534
26032021,1148.11,7.534
26032021,1148.155,7.534
26032021,1148.205,7.534
26032021,1148.25,7.534
26032021,1148.295,7.534
26032021,1148.345,7.534
26032021,1148.39,7.534
26032021,1148.44,7.534
26032021,1148.485,7.534
26032021,1148.53,7.534
26032021,1148.58,7.534
26032021,1148.625,7.534
26032021,1148.675,7.534
26032021,1148.72,7.534
26032021,1148.765,7.534
26032021,1148.815,7.534
26032021,1148.86,7.534
26032021,1148.91,7.534
26032021,1148.955,7.532
26032021,1149,7.532
26032021,1149.05,7.534
26032021,1149.095,7.534
26032021,1149.145,7.534
26032021,1149.19,7.534
26032021,1149.235,7.534
26032021,1149.285,7.534
26032021,1149.33,7.531
26032021,1149.38,7.529
26032021,1149.425,7.532
26032021,1149.47,7.534
26032021,1149.52,7.534
26032021,1149.565,7.534
26032021,1149.615,7.534
26032021,1149.66,7.534
26032021,1149.705,7.534
26032021,1149.755,7.534
26032021,1149.8,7.534
26032021,1149.85,7.532
26032021,1149.895,7.529
26032021,1149.94,7.533
26032021,1149.99,7.529
26032021,1150.035,7.526
26032021,1150.085,7.529
26032021,1150.13,7.527
26032021,1150.175,7.528
26032021,1150.225,7.529
26032021,1150.27,7.528
26032021,1150.32,7.527
26032021,1150.365,7.527
26032021,1150.41,7.524
26032021,1150.46,7.524
26032021,1150.505,7.528
26032021,1150.555,7.527
26032021,1150.6,7.524
26032021,1150.645,7.526
26032021,1150.695,7.525
26032021,1150.74,7.522
26032021,1150.79,7.524
26032021,1150.835,7.524
26032021,1150.88,7.522
26032021,1150.93,7.524
26032021,1150.975,7.523
26032021,1151.025,7.524
26032021,1151.07,7.524
26032021,1151.115,7.524
26032021,1151.165,7.522
26032021,1151.21,7.522
26032021,1151.26,7.524
26032021,1151.305,7.524
26032021,1151.35,7.524
26032021,1151.4,7.524
26032021,1151.445,7.522
26032021,1151.495,7.522
26032021,1151.54,7.524
26032021,1151.585,7.524
26032021,1151.635,7.524
26032021,1151.68,7.524
26032021,1151.73,7.524
26032021,1151.775,7.524
26032021,1151.82,7.521
26032021,1151.87,7.524
26032021,1151.915,7.524
26032021,1151.965,7.524
26032021,1152.01,7.522
26032021,1152.055,7.52
26032021,1152.105,7.515
26032021,1152.15,7.515
26032021,1152.2,7.518
26032021,1152.245,7.52
26032021,1152.29,7.517
26032021,1152.34,7.518
26032021,1152.385,7.522
26032021,1152.435,7.522
26032021,1152.48,7.52
26032021,1152.525,7.52
26032021,1152.575,7.523
26032021,1152.62,7.522
26032021,1152.67,7.522
26032021,1152.715,7.524
26032021,1152.76,7.521
26032021,1152.81,7.52
26032021,1152.855,7.524
26032021,1152.905,7.524
26032021,1152.95,7.524
26032021,1152.995,7.524
26032021,1153.045,7.524
26032021,1153.09,7.524
26032021,1153.14,7.527
26032021,1153.185,7.527
26032021,1153.23,7.524
26032021,1153.28,7.52
26032021,1153.325,7.528
26032021,1153.375,7.529
26032021,1153.42,7.529
26032021,1153.465,7.529
26032021,1153.515,7.527
26032021,1153.56,7.524
26032021,1153.61,7.524
26032021,1153.655,7.521
26032021,1153.7,7.527
26032021,1153.75,7.525
26032021,1153.795,7.524
26032021,1153.845,7.524
26032021,1153.89,7.522
26032021,1153.935,7.522
26032021,1153.985,7.524
26032021,1154.03,7.527
26032021,1154.08,7.527
26032021,1154.125,7.524
26032021,1154.17,7.522
26032021,1154.22,7.523
26032021,1154.265,7.522
26032021,1154.315,7.522
26032021,1154.36,7.524
26032021,1154.405,7.524
26032021,1154.455,7.524
26032021,1154.5,7.524
26032021,1154.55,7.524
26032021,1154.595,7.524
26032021,1154.64,7.522
26032021,1154.69,7.522
26032021,1154.735,7.524
26032021,1154.785,7.524
26032021,1154.83,7.524
26032021,1154.875,7.524
26032021,1154.925,7.524
26032021,1154.97,7.524
26032021,1155.02,7.524
26032021,1155.065,7.524
26032021,1155.11,7.528
26032021,1155.16,7.525
26032021,1155.205,7.524
26032021,1155.255,7.524
26032021,1155.3,7.527
26032021,1155.345,7.523
26032021,1155.395,7.525
26032021,1155.44,7.526
26032021,1155.49,7.524
26032021,1155.535,7.524
26032021,1155.58,7.524
26032021,1155.63,7.524
26032021,1155.675,7.524
26032021,1155.725,7.524
26032021,1155.77,7.524
26032021,1155.815,7.524
26032021,1155.865,7.524
26032021,1155.91,7.528
26032021,1155.96,7.522
26032021,1156.005,7.522
26032021,1156.05,7.522
26032021,1156.1,7.523
26032021,1156.145,7.524
26032021,1156.195,7.524
26032021,1156.24,7.524
26032021,1156.285,7.527
26032021,1156.335,7.526
26032021,1156.38,7.524
26032021,1156.43,7.527
26032021,1156.475,7.527
26032021,1156.52,7.522
26032021,1156.57,7.523
26032021,1156.615,7.524
26032021,1156.665,7.522
26032021,1156.71,7.523
26032021,1156.755,7.524
26032021,1156.805,7.524
26032021,1156.85,7.521
26032021,1156.9,7.522
26032021,1156.945,7.524
26032021,1156.99,7.524
26032021,1157.04,7.527
26032021,1157.085,7.527
26032021,1157.135,7.528
26032021,1157.18,7.529
26032021,1157.225,7.524
26032021,1157.275,7.522
26032021,1157.32,7.524
26032021,1157.37,7.527
26032021,1157.415,7.527
26032021,1157.46,7.524
26032021,1157.51,7.524
26032021,1157.555,7.524
26032021,1157.605,7.524
26032021,1157.65,7.524
26032021,1157.695,7.524
26032021,1157.745,7.524
26032021,1157.79,7.521
26032021,1157.84,7.522
26032021,1157.885,7.524
26032021,1157.93,7.524
26032021,1157.98,7.524
26032021,1158.025,7.524
26032021,1158.075,7.524
26032021,1158.12,7.524
26032021,1158.165,7.524
26032021,1158.215,7.524
26032021,1158.26,7.524
26032021,1158.31,7.524
26032021,1158.355,7.524
26032021,1158.4,7.527
26032021,1158.45,7.529
26032021,1158.495,7.526
26032021,1158.545,7.527
26032021,1158.59,7.526
26032021,1158.635,7.527
26032021,1158.685,7.529
26032021,1158.73,7.529
26032021,1158.78,7.529
26032021,1158.825,7.529
26032021,1158.87,7.529
26032021,1158.92,7.524
26032021,1158.965,7.525
26032021,1159.015,7.529
26032021,1159.06,7.524
26032021,1159.105,7.524
26032021,1159.155,7.528
26032021,1159.2,7.521
26032021,1159.25,7.526
26032021,1159.295,7.529
26032021,1159.34,7.526
26032021,1159.39,7.524
26032021,1159.435,7.524
26032021,1159.485,7.524
26032021,1159.53,7.524
26032021,1159.575,7.524
26032021,1159.625,7.524
26032021,1159.67,7.52
26032021,1159.72,7.524
26032021,1159.765,7.524
26032021,1159.81,7.524
26032021,1159.86,7.521
26032021,1159.905,7.522
26032021,1159.955,7.524
26032021,1160,7.524
26032021,1160.045,7.522
26032021,1160.095,7.522
26032021,1160.14,7.524
26032021,1160.19,7.521
26032021,1160.235,7.523
26032021,1160.28,7.524
26032021,1160.33,7.521
26032021,1160.375,7.522
26032021,1160.425,7.524
26032021,1160.47,7.524
26032021,1160.515,7.521
26032021,1160.565,7.522
26032021,1160.61,7.524
26032021,1160.66,7.524
26032021,1160.705,7.524
26032021,1160.75,7.524
26032021,1160.8,7.528
26032021,1160.845,7.529
26032021,1160.895,7.529
26032021,1160.94,7.529
26032021,1160.985,7.529
26032021,1161.035,7.529
26032021,1161.08,7.529
26032021,1161.13,7.533
26032021,1161.175,7.531
26032021,1161.22,7.529
26032021,1161.27,7.529
26032021,1161.315,7.529
26032021,1161.365,7.529
26032021,1161.41,7.529
26032021,1161.455,7.529
26032021,1161.505,7.534
26032021,1161.55,7.53
26032021,1161.6,7.529
26032021,1161.645,7.529
26032021,1161.69,7.529
26032021,1161.74,7.529
26032021,1161.785,7.525
26032021,1161.835,7.527
26032021,1161.88,7.527
26032021,1161.925,7.524
26032021,1161.975,7.524
26032021,1162.02,7.527
26032021,1162.07,7.526
